Document name,Coded Segments,Codes,Var1,Var2 ,Polarity,Comments
Shadel et al_2023_Does removing menthol cigarettes in convenienc,"The only tobacco-flavors condition ??was significantly related to post-RSL susceptibility to future smoking ??menthol cigarettes when compared to the all tobacco-, menthol-, and ??sweet-flavors displayed condition but, in a direction opposite of what ??was hypothesized.","Only tobacco flav displayed
+(S)
Susceptibility to smoking menthol cigs
Agree",Only tobacco flav displayed,Susceptibility to smoking menthol cigs,+(S),"The only tobacco-flavors condition was significantly related to post-RSL susceptibility to future smoking menthol cigarettes when compared to the all tobacco-, menthol-, and sweet-flavors displayed condition but, in a direction opposite of what was hypothesized. Removing menthol-flavored products significantly increased participants’ susceptibility to smoking menthol-flavored cigarettes compared to when all flavored products were available."
Shadel et al_2023_Does removing menthol cigarettes in convenienc,Removing menthol-flavored products significantly increased at risk participants’ suscepti?bility to smoking menthol flavored cigarettes compared to when all ??flavored products were present.,"Being at risk of smoking at baseline (only tobac flav display exposure)
+(S)
Susceptibility to smoking menthol cigs
Agree",Being at risk of smoking at baseline (only tobac flav display exposure),Susceptibility to smoking menthol cigs,+(S),"""Results show that at risk participants were the source of the significant condition effect observed in the entire sample (Table 3). Removing menthol-flavored products significantly increased at risk participants’ susceptibility to smoking menthol flavored cigarettes compared to when all flavored products were present."""
Smiley_Shin_2024_Motivation to Quit Smoking Among Black Adults R,"participants’ perception ??of menthol cigarettes as harmful/risky (B=14.69, p","Perceiving menthol cigarettes as harmful/risky
+(S)
Motivation to quit
Agree",Perceiving menthol cigarettes as harmful/risky,Motivation to quit,+(S),"""Controlling for individual factors (i.e., sex, annual household income, highest education level attainment, age at cigarette initiation, and nicotine dependence), participants’ perception of menthol cigarettes as harmful/risky (B=14.69, p"
Smiley_Shin_2024_Motivation to Quit Smoking Among Black Adults R,"awareness of the local menthol ban (B=26.18, p","Awareness of local menthol ban
+(S)
Motivation to quit
Agree",Awareness of local menthol ban,Motivation to quit,+(S),"""Controlling for individual factors (i.e., sex, annual household income, highest education level attainment, age at cigarette initiation, and nicotine dependence), participants’ perception of menthol cigarettes as harmful/risky (B=14.69, p"
Smiley_Shin_2024_Motivation to Quit Smoking Among Black Adults R,Sex (female) 2.37 (9.80),"Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+)
=
Motivation to quit
Agree",Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+),Motivation to quit,=,See table 2
Smiley_Shin_2024_Motivation to Quit Smoking Among Black Adults R,Annual household income ,"Annual household income < $25,000 (vs greater)
=
Motivation to quit
Agree","Annual household income < $25,000 (vs greater)",Motivation to quit,=,See table 2
Smiley_Shin_2024_Motivation to Quit Smoking Among Black Adults R,High school graduate or GED 1.92 (12.28),"Being a high school graduate (or GED)
=
Motivation to quit
Agree",Being a high school graduate (or GED),Motivation to quit,=,See table 2
Smiley_Shin_2024_Motivation to Quit Smoking Among Black Adults R,Age at cigarette initiation 0.25 (0.79),"Age at cigarette initiation
=
Motivation to quit
Agree",Age at cigarette initiation,Motivation to quit,=,See table 2
Smiley_Shin_2024_Motivation to Quit Smoking Among Black Adults R,Nicotine dependence ?3.20 (2.27),"Nicotine dependence
=
Motivation to quit
Agree",Nicotine dependence,Motivation to quit,=,See table 2
Soule_2019_Menthol Cigarette Smoker Reactions to an Implemented,"Results: Seven statement clusters describing reactions to the menthol ban were generated: ??thoughts about the ban, perceiving the ban as ineffective, emotional reactions to the ban,","Menthol Cigarette Ban
+(S)
Negative reactions to the ban (among menthol users)
Agree",Menthol Cigarette Ban,Negative reactions to the ban (among menthol users),+(S),"""Seven statement clusters describing reactions to the menthol ban were generated: thoughts about the ban, perceiving the ban as ineffective, emotional reactions to the ban..."""
Soule_2019_Menthol Cigarette Smoker Reactions to an Implemented,smoking ??non-menthol cigarettes,"Menthol Cigarette Ban
+(S)
Menthol smoker transition to non-menthol cigarettes post ban
Agree",Menthol Cigarette Ban,Menthol smoker transition to non-menthol cigarettes post ban,+(S),"""Seven statement clusters describing reactions to the menthol ban were generated: ... smoking non-menthol cigarettes..."""
Soule_2019_Menthol Cigarette Smoker Reactions to an Implemented,smoking cessation or reduction,"Menthol Cigarette Ban
+(S)
Thinking of quitting smoking
Agree",Menthol Cigarette Ban,Thinking of quitting smoking,+(S),"""Seven statement clusters describing reactions to the menthol ban were generated: ... smoking cessation or reduction..."""
Soule_2019_Menthol Cigarette Smoker Reactions to an Implemented,alternative menthol cigarette purchasing ??behaviors,"Menthol Cigarette Ban
+(S)
Find ways to get menthol cigarettes post-ban
Agree",Menthol Cigarette Ban,Find ways to get menthol cigarettes post-ban,+(S),"""Seven statement clusters describing reactions to the menthol ban were generated: ... alternative menthol cigarette purchasing behaviors..."""
Soule_2021_Smoking cessation strategies used by former menthol,Approximately one-third (30.7%) perceived ??that the menthol ban helped them with smoking cessation.,"Menthol ban
+(S)
Quitting smoking post-menthol ban (+)
Agree",Menthol ban,Quitting smoking post-menthol ban (+),+(S), 
Soule_2021_Smoking cessation strategies used by former menthol,This study found that menthol bans likely have direct and indirect positive effects on ??smoking cessation among menthol smokers. Menthol bans may have the greatest impact on ??smoking cessation among those who are already motivated to quit before the implementation ??of a menthol ban.,"Being a menthol smoker that is already motivated to quit pre-ban
+(S)
Quitting smoking post-menthol ban (+)
Agree",Being a menthol smoker that is already motivated to quit pre-ban,Quitting smoking post-menthol ban (+),+(S), 
Stoklosa_2018_No surge in illicit cigarettes after implementatio,,"Menthol Cigarette Ban
=
Number of illicit cigarettes seized
Agree",Menthol Cigarette Ban,Number of illicit cigarettes seized,=,""" In the years after the menthol ban, the seizure volume remained stable, with no statistically significant difference in the number of cigarettes seized before and after the menthol ban (t=?0.71, p=0.55)."""
Tam et al_2023_Responses to real-world and hypothetical menthol ,People ??who dual use were more likely to include quitting all to?bacco as a response compared to people who exclusively ??smoke (9.0% vs. 3.6%) but only ,"Dual use of cigarettes and e-cigarettes (vs only cigarette use)
+(S)
Likelihood of stating intent to quit tobacco all together as their response to the ban
Agree",Dual use of cigarettes and e-cigarettes (vs only cigarette use),Likelihood of stating intent to quit tobacco all together as their response to the ban,+(S), 
Tam et al_2023_Responses to real-world and hypothetical menthol ,"The overwhelming ma?jority of people who exclusively smoke (93%) listed contin?uing to smoke as their only response, compared to 48.2% ??who dual use.","Dual use of cigarettes and e-cigarettes (vs only cigarette use)
- (O)
Likelihood of stating intent to continue smoking as their response to the ban
Agree",Dual use of cigarettes and e-cigarettes (vs only cigarette use),Likelihood of stating intent to continue smoking as their response to the ban,- (O), 
Tam et al_2023_Responses to real-world and hypothetical menthol ,"Among people who dual ??use, e-cigarette use was the second most reported response ??option—endorsed by 41.4%—followed by quitting (12.4%)","Dual use of cigarettes and e-cigarettes (vs only cigarette use)
+(S)
Likelihood of stating e-cig use would be their response to the ban
Agree",Dual use of cigarettes and e-cigarettes (vs only cigarette use),Likelihood of stating e-cig use would be their response to the ban,+(S),"""Among people who dual use, e-cigarette use was the second most reported response option—endorsed by 41.4%—followed by quitting (12.4%). Among those who exclusively smoke, the reverse was true: the second most common response option was quitting (29.6%) followed by e-cigarette use (14.7%)."""
Tam et al_2023_Responses to real-world and hypothetical menthol ,"Among those who exclusively smoke, the reverse was true: ??the second most common response option was quitting ??(29.6%) followed by e-cigarette use (14.7%).","Dual use of cigarettes and e-cigarettes (vs only cigarette use)
- (O)
Likelihood of stating intent to quit tobacco all together as their response to the ban
Agree",Dual use of cigarettes and e-cigarettes (vs only cigarette use),Likelihood of stating intent to quit tobacco all together as their response to the ban,- (O),"""Among people who dual use, e-cigarette use was the second most reported response option—endorsed by 41.4%—followed by quitting (12.4%). Among those who exclusively smoke, the reverse was true: the second most common response option was quitting (29.6%) followed by e-cigarette use (14.7%)."""
Tam et al_2023_Responses to real-world and hypothetical menthol ,Smokeless or ??heated tobacco use were least favored by both groups.,"Dual use of cigarettes and e-cigarettes (vs only cigarette use)
=
Likelihood of stating smokeless or heated tob as their response to the ban
Agree",Dual use of cigarettes and e-cigarettes (vs only cigarette use),Likelihood of stating smokeless or heated tob as their response to the ban,=,"""Among people who dual use, e-cigarette use was the second most reported response option—endorsed by 41.4%—followed by quitting (12.4%). Among those who exclusively smoke, the reverse was true: the second most common response option was quitting (29.6%) followed by e-cigarette use (14.7%). Smokeless or heated tobacco use were least favored by both groups. """
Tam et al_2023_Responses to real-world and hypothetical menthol ,Those who exclusive smoke were ??more than twice as likely to report quitting all forms of to?bacco as their only response than to report e-cigarette use as ??their only response (16.7% vs. 8.0%). This was reversed for ??those who dual use both products (7.8% vs. 15.8%).,"Dual use of cigarettes and e-cigarettes (vs only cigarette use)
- (O)
Likelihood of stating intent to quit tobacco all together as their response to the ban
Agree",Dual use of cigarettes and e-cigarettes (vs only cigarette use),Likelihood of stating intent to quit tobacco all together as their response to the ban,- (O), 
Vyas_2020_Compliance with San Francisco's flavoured tobacco sale,"Retailers ??were warned that they would be subject to permit suspension ??and/or administrative penalties if they did not come into compli?ance and were offered the opportunity to self-certify compliance ??by notifying the Department by text message when they had ??eliminated flavoured tobacco product sales and display. Routine ??inspections, which included the possibility of citations, started in ??April 2019. The SFDPH issued 83 Notices of Correction and 4 ??Notice of Violations between April 2019 and December 2019. ??Between January 2019 and December 2019, compliance was ??80%.","Complete Flavored Tobacco Product Ban + Enforcement
+(S)
Retailer Compliance to a Flavored Tobacco Products Ban
Agree",Complete Flavored Tobacco Product Ban + Enforcement,Retailer Compliance to a Flavored Tobacco Products Ban,+(S), 
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,"When asked what they would do if menthol cigarettes were ??no longer sold, 64.6% of menthol smokers indicated that they ??would quit smoking and not use any other products,","Hypothetical Menthol Cigarette Ban
+(S)
Intention to quit if menthol ban were enacted (+)
Agree",Hypothetical Menthol Cigarette Ban,Intention to quit if menthol ban were enacted (+),+(S), 
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,18.0% said ??they would switch to nonmenthol cigarettes,"Hypothetical Menthol Cigarette Ban
+(S)
Intention to transition to non-menthol cigarettes
Agree",Hypothetical Menthol Cigarette Ban,Intention to transition to non-menthol cigarettes,+(S),"""When asked what they would do if menthol cigarettes were no longer sold, 64.6% of menthol smokers indicated that they would quit smoking and not use any other products, 18.0% said they would switch to nonmenthol cigarettes, and 15.7% said they would switch to some OTP. Only 1.5% indicated that they did not know what they would do or that they would do something else (i.e., “none of the above”)."""
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,15.7% said ??they would switch to some OTP,"Hypothetical Menthol Cigarette Ban
+(S)
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Hypothetical Menthol Cigarette Ban,"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",+(S),"""When asked what they would do if menthol cigarettes were no longer sold, 64.6% of menthol smokers indicated that they would quit smoking and not use any other products, 18.0% said they would switch to nonmenthol cigarettes, and 15.7% said they would switch to some OTP. Only 1.5% indicated that they did not know what they would do or that they would do something else (i.e., “none of the above”)."""
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,"Behavioral intention in the event ??of a menthol ban was significantly associated with respond?ent race/ethnicity (p = .02), where intention to completely quit ??tobacco use was most prevalent among Black menthol smokers","Being Black (vs. Non-Black)
+(S)
Intention to quit if menthol ban were enacted (+)
Agree",Being Black (vs. Non-Black),Intention to quit if menthol ban were enacted (+),+(S), 
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,while the majority of Asians (62.0%) indicated they ??would switch to nonmenthol cigarettes.,"Being Asian (vs. Non-Asian)
+(S)
Intention to transition to non-menthol cigarettes
Agree",Being Asian (vs. Non-Asian),Intention to transition to non-menthol cigarettes,+(S), 
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,Intention to switch to ??another type of tobacco product in the event that menthol ciga?rettes were no longer sold was most prevalent among Hispanics ??(34.6%),"Being Hispanic/Latino (vs. non-H/L)
+(S)
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Being Hispanic/Latino (vs. non-H/L),"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",+(S), 
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,"Behavioral intention was also significantly associ?ated with concurrent use of OTPs (p = .03), where intention ??to switch to another tobacco product in the event of a menthol ??ban was more prevalent among menthol smokers who indi?cated concurrent OTP use (35.3%) than among menthol smok?ers who reported no OTP use (5.5%).","Concurrent Other Tobacco Product Use (with Menthol Cigarettes)
+(S)
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Concurrent Other Tobacco Product Use (with Menthol Cigarettes),"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",+(S), 
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,"By gender, intention to ??switch to another tobacco product was more prevalent among ??males than females (22.6% vs. 8.3%, respectively), though this ??difference was not statistically significant.","Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+)
=
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+),"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",=,Review: var1 should be being female vs male
Wackowski_2014_Young Adults’ Behavioral Intentions Surrounding a,"Interestingly, the prevalence of intending to completely quit ??tobacco use in the event of a ban on menthol cigarettes was ??essentially equal for menthol smokers with existing plans to ??quit smoking in the next 30 days (60.9%) and for those with no ??plans to quit soon (i.e., in the next 30 days or 6 months) (60.8%","Readiness to quit smoking
=
Intention to quit if menthol ban were enacted (+)
Agree",Readiness to quit smoking,Intention to quit if menthol ban were enacted (+),=, 
Wackowski_2015_Switching to E-Cigarettes in the Event of a Menth,Almost half of menthol smokers (45.9%) indicated ??that they would switch to non-menthol cigarettes if menthol ciga?rettes were no longer sold,"Hypothetical Menthol Cigarette Ban
+(S)
Intention to transition to non-menthol cigarettes
Agree",Hypothetical Menthol Cigarette Ban,Intention to transition to non-menthol cigarettes,+(S), 
Wackowski_2015_Switching to E-Cigarettes in the Event of a Menth,"28.4% of menthol smokers said they would quit smoking and not ??use any other product, an estimate which was qualitatively lower ??than that found by Hartman (39%)","Hypothetical Menthol Cigarette Ban
+(S)
Intention to quit if menthol ban were enacted (+)
Agree",Hypothetical Menthol Cigarette Ban,Intention to quit if menthol ban were enacted (+),+(S), 
Wackowski_2015_Switching to E-Cigarettes in the Event of a Menth,"In this study, older smokers ??(ages 45 and up) (40.1%, 95% CI = 27.7–54.0)","Being 18-44 years old (vs 45+)
- (O)
Intention to quit if menthol ban were enacted (+)
Agree",Being 18-44 years old (vs 45+),Intention to quit if menthol ban were enacted (+),- (O),"""In this study, older smokers (ages 45 and up) (40.1%, 95% CI = 27.7–54.0) and Black menthol smokers (47.4%, 95% CI = 29.9–65.5) had a significantly higher prevalence of choosing quitting altogether than younger (20.0%, 95% CI = 10.5–34.6) (p = .03) and White menthol smokers (17%; 95% CI = 8.6–30.9) (p = .01), respectively."""
Wackowski_2015_Switching to E-Cigarettes in the Event of a Menth,"Black menthol ??smokers (47.4%, 95% CI = 29.9–65.5) had a significantly higher ??prevalence of choosing quitting altogether","Being black (vs white) (+)
+(S)
Intention to quit if menthol ban were enacted (+)
Agree",Being black (vs white) (+),Intention to quit if menthol ban were enacted (+),+(S),"""In this study, older smokers (ages 45 and up) (40.1%, 95% CI = 27.7–54.0) and Black menthol smokers (47.4%, 95% CI = 29.9–65.5) had a significantly higher prevalence of choosing quitting altogether than younger (20.0%, 95% CI = 10.5–34.6) (p = .03) and White menthol smokers (17%; 95% CI = 8.6–30.9) (p = .01), respectively."""
Wackowski_2015_Switching to E-Cigarettes in the Event of a Menth,"Few (3.9%) menthol smokers in our study said they would switch ??to some other tobacco product (e.g., cigars, smokeless tobacco) or ??do something else (i.e., “other” response, 6.7%)","Hypothetical Menthol Cigarette Ban
+(S)
Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban
Agree",Hypothetical Menthol Cigarette Ban,"Intention to transition to other tobacco products (cigars, smokeless, hookah) post ban",+(S), 
Wackowski_2015_Switching to E-Cigarettes in the Event of a Menth,New to this study was the finding that 15.1% of menthol smok?ers said they would switch to menthol e-cigarettes.,"Hypothetical Menthol Cigarette Ban
+(S)
Intention to transition to menthol e-cigarettes
Agree",Hypothetical Menthol Cigarette Ban,Intention to transition to menthol e-cigarettes,+(S), 
Wackowski_2015_Switching to E-Cigarettes in the Event of a Menth,"An ??association did exist for race, where higher percentages of Black ??(23%; 95% CI = 10.6–42.7) and White (18.3%; 95% CI = 10.7– ?29.5) menthol smokers said they would switch to mentholated ??e-cigarettes compared to Hispanic menthol smokers (0.7%; 95% ??CI = 0.1–5.0, p ? .02).","Being Hispanic/Latino (vs. non-H/L)
- (O)
Intention to transition to menthol e-cigarettes
Agree",Being Hispanic/Latino (vs. non-H/L),Intention to transition to menthol e-cigarettes,- (O), 
Wackowski_2017_In Their Own Words,"A major theme that emerged across all groups was that partici?pants’ menthol cigarette smoking initiation was influenced by the ??fact that menthol cigarettes were largely what their friends smoked, ??what they perceived as being popular, and ultimately the type of cig?arettes that seemed familiar, normal and accepted in their social and ??environmental communities (see Table 2, A). ?“When you’re black and live in the hood and everybody smoke ??Newport…” (black YA group, male, age 24)","Peer use of menthol cigarettes
+(S)
Menthol Cigarette initiation
Agree",Peer use of menthol cigarettes,Menthol Cigarette initiation,+(S),"Review: I would say: var1=peers that use menthol cigs, +, var2=menthol cig initiation"
Wackowski_2017_In Their Own Words,"These were reasons not only for preferring menthol cigarettes ??currently, but were also important when initiating smoking: ?“For me at least when I  started smoking, they were easier to ??smoke, almost. Because it’s like you don’t even feel like you’re ??inhaling smoke. It’s like ice in your mouth, and I just like that.” ??(general YA group, male, age 19)","Cooling effect of menthol cigarettes
+(S)
Preference for menthol cigarettes (vs non-menthol)
Agree",Cooling effect of menthol cigarettes,Preference for menthol cigarettes (vs non-menthol),+(S),"Review: var1=cooling effect of menthol, +, var2=preference for menthol cigarettes"
Wackowski_2017_In Their Own Words,"However, some participants also described menthol cigarettes as ??being “strong” (and potentially harsh), at least at first, given their ??intense taste and ability to make you feel lightheaded. A final related ??major reason for preferring menthol cigarettes were the percep?tions (consistent across groups) that menthol cigarettes delivered a ??“fuller” smoke and “hit hard,” requiring fewer cigarettes to feel “sat?isfied” (see Table 2, E). ?“It’s more satisfying. I don’t have to go for a second cigarette right ??after putting the first out…It just satisfies you for longer.” (general ??YA group male, age 24)","Perceived strength of menthol cigarettes
+(S)
Preference for menthol cigarettes (vs non-menthol)
Agree",Perceived strength of menthol cigarettes,Preference for menthol cigarettes (vs non-menthol),+(S),"Review: Var1=perceived strength of menthol cigarettes, +, Var2=preference for menthol cigs"
Wackowski_2017_In Their Own Words,"Several participants across groups expressed the idea ??that it should be people’s “choice” to smoke or not and that banning ??menthol cigarettes (rather than all cigarettes) seemed unfair, wrong ??and inconsistent. One participant also noted that the rationale for a ??potential menthol ban was not clear: ?“Because, if we’re gonna ban, don’t just ban menthols. It doesn’t— ?it’s, like, illogical to me. Like, ban all of them. They’re not giving ??us information as to why only menthols. Why doesn’t the FDA ??give more information about why menthol is bad? They’re not ??informing us.” (black YA group, female, age 19)","Hypothetical Menthol Cigarette Ban
+(S)
Negative reactions to the ban (among menthol users)
Agree",Hypothetical Menthol Cigarette Ban,Negative reactions to the ban (among menthol users),+(S), 
Welwean_2022_Evaluating the Impact of Strong and Weak California,Strong flavor-policy jurisdictions ?saw a drastic decline in the percentage of stores that sold ?menthol cigarettes from 2013 to 2019 (52.5%),"Strong flavor-policy implementation (Vs. before implementation)
- (O)
Product Availability (Menthol Cigs) post ban
Agree",Strong flavor-policy implementation (Vs. before implementation),Product Availability (Menthol Cigs) post ban,- (O), 
Welwean_2022_Evaluating the Impact of Strong and Weak California,There was a ?lack of change in the percentage of stores that sold menthol ?cigarettes in the weak flavor-policy jurisdictions.,"Weak flavor-policy implementation (Vs. before implementation)
=
Product Availability (Menthol Cigs) post ban
Agree",Weak flavor-policy implementation (Vs. before implementation),Product Availability (Menthol Cigs) post ban,=, 
Welwean_2022_Evaluating the Impact of Strong and Weak California,Strong flavor-policy jurisdictions saw a sizeable decline in ?the percentage of stores that sold flavored non-cigarette to?bacco (26.8%) from 2013 to 2019,"Strong flavor-policy implementation (Vs. before implementation)
- (O)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Strong flavor-policy implementation (Vs. before implementation),Product Availability (Non-cigarette Flavored Tobacco) post ban,- (O), 
Welwean_2022_Evaluating the Impact of Strong and Weak California,"In contrast, weak flavor-policy jurisdictions saw a sharp increase in the percentage of ?stores that sold such products (+39.6%).","Weak flavor-policy implementation (Vs. before implementation)
+(S)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Weak flavor-policy implementation (Vs. before implementation),Product Availability (Non-cigarette Flavored Tobacco) post ban,+(S),"""Strong flavor-policy jurisdictions saw a sizeable decline in the percentage of stores that sold flavored non-cigarette tobacco (26.8%) from 2013 to 2019. In contrast, weak flavor-policy jurisdictions saw a sharp increase in the percentage of stores that sold such products (+39.6%)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,"Strong ?flavor-policy jurisdictions were significantly less likely to sell ?menthol cigarettes than matched no-policy jurisdictions (OR = ?.04, P ","Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions)
- (O)
Product Availability (Menthol Cigs) post ban
Agree",Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions),Product Availability (Menthol Cigs) post ban,- (O), 
Welwean_2022_Evaluating the Impact of Strong and Weak California,"Weak flavor-policy jurisdictions were also ?significantly less likely to sell menthol cigarettes than matched ?no-policy jurisdictions (OR = .45, P = .01)","Weak flavor-policy jurisdictions (Vs. no-policy jurisdictions)
- (O)
Product Availability (Menthol Cigs) post ban
Agree",Weak flavor-policy jurisdictions (Vs. no-policy jurisdictions),Product Availability (Menthol Cigs) post ban,- (O), 
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .35;,"Small markets (Vs. convenience stores)
- (O)
Product Availability (Menthol Cigs) post ban
Agree",Small markets (Vs. convenience stores),Product Availability (Menthol Cigs) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, and other stores were significantly less likely to sell menthol cigarettes than convenience stores (OR = .35; OR = .34; OR = .20)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .34,"Supermarkets (Vs. convenience stores)
- (O)
Product Availability (Menthol Cigs) post ban
Agree",Supermarkets (Vs. convenience stores),Product Availability (Menthol Cigs) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, and other stores were significantly less likely to sell menthol cigarettes than convenience stores (OR = .35; OR = .34; OR = .20)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .20,"Other stores (Vs. convenience stores)
- (O)
Product Availability (Menthol Cigs) post ban
Agree",Other stores (Vs. convenience stores),Product Availability (Menthol Cigs) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, and other stores were significantly less likely to sell menthol cigarettes than convenience stores (OR = .35; OR = .34; OR = .20)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,Strong flavor-policy jurisdictions were significantly less ?likely to sell flavored non-cigarette tobacco products than ?matched no-policy jurisdictions (OR = .07; P ,"Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions)
- (O)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions),Product Availability (Non-cigarette Flavored Tobacco) post ban,- (O), 
Welwean_2022_Evaluating the Impact of Strong and Weak California,(OR = .22;,"Small markets (Vs. convenience stores)
- (O)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Small markets (Vs. convenience stores),Product Availability (Non-cigarette Flavored Tobacco) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, gas station booths, and other stores were significantly less likely to sell flavored non-cigarette tobacco products than convenience stores (OR = .22; OR = .02; OR = .54; OR = .14)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .02,"Supermarkets (Vs. convenience stores)
- (O)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Supermarkets (Vs. convenience stores),Product Availability (Non-cigarette Flavored Tobacco) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, gas station booths, and other stores were significantly less likely to sell flavored non-cigarette tobacco products than convenience stores (OR = .22; OR = .02; OR = .54; OR = .14)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .54,"Gas station booths (Vs. convenience stores)
- (O)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Gas station booths (Vs. convenience stores),Product Availability (Non-cigarette Flavored Tobacco) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, gas station booths, and other stores were significantly less likely to sell flavored non-cigarette tobacco products than convenience stores (OR = .22; OR = .02; OR = .54; OR = .14)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .14,"Other stores (Vs. convenience stores)
- (O)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Other stores (Vs. convenience stores),Product Availability (Non-cigarette Flavored Tobacco) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, gas station booths, and other stores were significantly less likely to sell flavored non-cigarette tobacco products than convenience stores (OR = .22; OR = .02; OR = .54; OR = .14)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,"Controlling for store type, logistic regression analysis in?dicated that strong flavor-policy jurisdictions significantly differed from matched no-policy jurisdictions in terms of the ?availability of any type of FT (ie, menthol cigarettes or fla?vored non-cigarette tobacco) (Table 4). Strong flavor-policy ?jurisdictions were significantly less likely to sell any type of","Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions)
- (O)
Product Availability (Non-cigarette Flavored Tobacco) post ban
Agree",Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions),Product Availability (Non-cigarette Flavored Tobacco) post ban,- (O),"""Controlling for store type, logistic regression analysis indicated that strong flavor-policy jurisdictions significantly differed from matched no-policy jurisdictions in terms of the availability of any type of FT (ie, menthol cigarettes or flavored non-cigarette tobacco) (Table 4). Strong flavor-policy jurisdictions were significantly less likely to sell any type of FT than matched no-policy jurisdictions (OR = .04, P "
Welwean_2022_Evaluating the Impact of Strong and Weak California,"FT than matched no-policy jurisdictions (OR = .04, P ","Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions)
- (O)
Product Availability (Flavored Tobacco Products) post ban
Agree",Strong flavor-policy jurisdictions (Vs. no-policy jurisdictions),Product Availability (Flavored Tobacco Products) post ban,- (O),"""Strong flavor-policy jurisdictions were significantly less likely to sell any type of FT than matched no-policy jurisdictions (OR = .04, P "
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .29,"Small markets (Vs. convenience stores)
- (O)
Product Availability (Flavored Tobacco Products) post ban
Agree",Small markets (Vs. convenience stores),Product Availability (Flavored Tobacco Products) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, and other stores were significantly less likely to sell any type of FT than convenience stores (OR = .29; OR = .18; OR = .23)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .18,"Supermarkets (Vs. convenience stores)
- (O)
Product Availability (Flavored Tobacco Products) post ban
Agree",Supermarkets (Vs. convenience stores),Product Availability (Flavored Tobacco Products) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, and other stores were significantly less likely to sell any type of FT than convenience stores (OR = .29; OR = .18; OR = .23)."""
Welwean_2022_Evaluating the Impact of Strong and Weak California,OR = .23,"Other stores (Vs. convenience stores)
- (O)
Product Availability (Flavored Tobacco Products) post ban
Agree",Other stores (Vs. convenience stores),Product Availability (Flavored Tobacco Products) post ban,- (O),"""Among the different categories of store type, small markets, supermarkets, and other stores were significantly less likely to sell any type of FT than convenience stores (OR = .29; OR = .18; OR = .23)."""
